Imagem;SIFT_SIFT_Inliers;SIFT_SIFT_Outliers;SIFT_SIFT_Diferenca;SIFT_SIFT_Tempo;SIFT_SIFT_45_Inliers;SIFT_SIFT_45_Outliers;SIFT_SIFT_45_Diferenca;SIFT_SIFT_45_Tempo;ORB_ORB_Inliers;ORB_ORB_Outliers;ORB_ORB_Diferenca;ORB_ORB_Tempo;ORB_ORB_45_Inliers;ORB_ORB_45_Outliers;ORB_ORB_45_Diferenca;ORB_ORB_45_Tempo;AKAZE_AKAZE_Inliers;AKAZE_AKAZE_Outliers;AKAZE_AKAZE_Diferenca;AKAZE_AKAZE_Tempo;AKAZE_AKAZE_45_Inliers;AKAZE_AKAZE_45_Outliers;AKAZE_AKAZE_45_Diferenca;AKAZE_AKAZE_45_Tempo;FAST_BRIEF_Inliers;FAST_BRIEF_Outliers;FAST_BRIEF_Diferenca;FAST_BRIEF_Tempo;FAST_BRIEF_45_Inliers;FAST_BRIEF_45_Outliers;FAST_BRIEF_45_Diferenca;FAST_BRIEF_45_Tempo;FAST_SIFT_Inliers;FAST_SIFT_Outliers;FAST_SIFT_Diferenca;FAST_SIFT_Tempo;FAST_SIFT_45_Inliers;FAST_SIFT_45_Outliers;FAST_SIFT_45_Diferenca;FAST_SIFT_45_Tempo;
67;61;87;41.89958475314343;0:00:08.295821;49;76;33.73336070261042;0:00:05.286850;9;146;88.72608107490643;0:00:00.058561;8;141;101.09595470084642;0:00:00.051217;16;2693;88.635081228599;0:00:00.742752;27;2058;42.29877142869011;0:00:00.559264;709;5165;40.94312336528569;0:00:02.779513;619;3725;32.81530099512476;0:00:01.645624;61;87;41.89958475314343;0:00:08.779378;49;76;33.73336070261042;0:00:06.035044;
68;63;54;38.448974067494575;0:00:09.486523;67;72;31.736928170186133;0:00:05.327425;8;138;130.50779816704306;0:00:00.057864;8;131;150.4886198268951;0:00:00.050380;9;2445;64.37914918009861;0:00:00.638155;34;1966;32.71704229037926;0:00:00.527831;745;5464;38.30407936074969;0:00:03.213267;385;4277;32.37804287053409;0:00:01.798542;63;54;38.448974067494575;0:00:09.379551;67;72;31.736928170186133;0:00:05.388787;
69;47;87;41.07403135605306;0:00:07.178667;61;70;33.026755660663426;0:00:04.571432;16;129;43.07771513151791;0:00:00.055887;14;120;70.98815736457401;0:00:00.048716;12;2602;68.59138892388894;0:00:00.683084;38;2093;41.75129496372994;0:00:00.560495;798;4478;40.940770899766136;0:00:02.080981;540;3399;33.03098151396872;0:00:01.204223;47;87;41.07403135605306;0:00:07.272471;61;70;33.026755660663426;0:00:04.527103;
70;29;83;49.46166339666113;0:00:09.886631;38;76;39.283059479023734;0:00:06.081713;9;150;84.32363362461075;0:00:00.060129;11;139;157.83454164307048;0:00:00.050121;7;2922;74.89233558702945;0:00:00.793924;8;2281;65.95654031106822;0:00:00.598948;458;5428;49.501493310219445;0:00:02.670094;185;4275;39.76383336956416;0:00:01.601018;29;83;49.46166339666113;0:00:10.902094;38;76;39.283059479023734;0:00:06.841048;
71;55;61;46.36356046141001;0:00:09.963986;52;63;36.30140289468182;0:00:05.686201;8;139;136.13667215436826;0:00:00.062151;7;112;103.08230721621221;0:00:00.051205;46;2580;52.6988920288942;0:00:00.712229;14;2027;52.03006558934177;0:00:00.538731;168;5581;49.859560993103216;0:00:03.002440;162;3941;36.97663665276972;0:00:01.607735;55;61;46.36356046141001;0:00:10.323084;52;63;36.30140289468182;0:00:05.810117;
72;27;53;52.187534701981804;0:00:07.204940;33;50;39.490714753517274;0:00:04.567770;8;148;118.65222487299594;0:00:00.053363;8;129;167.47210756818203;0:00:00.047776;27;2265;64.48806667211284;0:00:00.677791;37;1868;54.92428979495196;0:00:00.484432;348;4955;51.476451806303054;0:00:02.306663;392;3462;40.48128412217313;0:00:01.245929;27;53;52.187534701981804;0:00:07.537636;33;50;39.490714753517274;0:00:04.719753;
73;59;63;39.57473197262334;0:00:10.675858;45;48;30.15146194862791;0:00:07.095788;7;139;125.19233447933527;0:00:00.063010;13;130;41.08747668649901;0:00:00.073639;25;2837;68.44009036015292;0:00:00.801748;134;2028;30.734656704803655;0:00:00.604844;197;6564;44.43853543444458;0:00:03.956656;240;4401;31.55921456174772;0:00:02.217575;59;63;39.57473197262334;0:00:10.841686;45;48;30.15146194862791;0:00:07.101282;
74;28;82;52.050124546364614;0:00:10.347802;38;85;44.541265069833194;0:00:07.622603;8;136;141.82313446991986;0:00:00.063542;8;140;159.22776061621028;0:00:00.055959;9;3363;72.70375688328087;0:00:01.044907;7;2733;125.02774220079449;0:00:00.848943;121;6622;58.126664829740484;0:00:03.615979;23;4985;56.58181429230111;0:00:02.873429;28;82;52.050124546364614;0:00:10.590970;38;85;44.541265069833194;0:00:08.799975;
75;39;80;47.81003390928815;0:00:11.195636;43;95;38.36432892424895;0:00:08.523496;8;136;110.80398382212647;0:00:00.066743;10;143;69.98963267476299;0:00:00.058664;7;3159;70.08464306631903;0:00:01.015359;20;2755;47.962232474547264;0:00:00.858157;50;6486;58.02081357368451;0:00:04.131993;285;4704;38.2219078370748;0:00:02.560990;39;80;47.81003390928815;0:00:12.351156;43;95;38.36432892424895;0:00:09.907314;
76;36;60;43.41220415911473;0:00:15.132157;35;46;35.92513995023684;0:00:10.428806;8;133;104.58565799111352;0:00:00.068409;7;120;153.4920128326371;0:00:00.061587;11;2975;75.66992790295491;0:00:00.888046;13;2431;63.95085507067781;0:00:00.743943;175;6870;47.47633895995824;0:00:05.452952;116;5417;38.205603963329786;0:00:03.133001;36;60;43.41220415911473;0:00:14.946170;35;46;35.92513995023684;0:00:10.380044;
77;44;94;48.17922491868833;0:00:10.902356;32;71;39.69111670804366;0:00:08.495069;8;133;99.36172030444975;0:00:00.078425;8;134;139.61231603622713;0:00:00.062173;21;3256;87.80144443321366;0:00:01.059473;12;2654;53.95055253170428;0:00:00.810212;101;6327;51.15245333492103;0:00:03.553469;31;4658;68.9238460249702;0:00:01.791787;44;94;48.17922491868833;0:00:11.119999;32;71;39.69111670804366;0:00:07.910688;
78;40;109;43.09720639527236;0:00:09.301199;34;89;33.278105316793614;0:00:06.068119;12;130;59.099659245577186;0:00:00.066354;7;133;124.87429540265376;0:00:00.052272;35;2881;50.637502232696086;0:00:00.836924;153;2146;33.60161917197091;0:00:00.665903;323;5786;48.435322429007186;0:00:03.082070;332;4090;34.12460036470831;0:00:01.467181;40;109;43.09720639527236;0:00:09.113573;34;89;33.278105316793614;0:00:06.064107;
79;20;83;42.931784038403755;0:00:12.626010;18;51;37.395477284653865;0:00:07.736139;9;131;137.9614875502097;0:00:00.062662;8;125;151.211107126489;0:00:00.054102;8;2632;65.70810042909304;0:00:00.721605;81;2281;34.22948931144345;0:00:00.628519;87;6555;60.697231872238554;0:00:04.461958;90;4767;46.57343527812124;0:00:02.292753;20;83;42.931784038403755;0:00:12.195653;18;51;37.395477284653865;0:00:07.437240;
80;27;70;46.348560897564596;0:00:08.389185;30;70;36.65900465370018;0:00:05.450872;8;134;118.00676247298264;0:00:00.060561;11;122;123.70273711232434;0:00:00.049911;24;2647;59.80568344038736;0:00:00.733059;45;2128;52.380282489708826;0:00:00.589759;448;5403;46.589932998348154;0:00:03.251791;265;3892;39.681941538670294;0:00:01.362007;27;70;46.348560897564596;0:00:08.585522;30;70;36.65900465370018;0:00:05.416501;
81;20;66;45.12287720794605;0:00:10.853275;37;52;36.30000927693877;0:00:07.492213;9;133;74.00674724218764;0:00:00.057663;11;109;54.872502322696235;0:00:00.050414;14;2430;75.68810170294134;0:00:00.650133;19;2153;55.51186963547169;0:00:00.571615;44;6748;63.05239670405596;0:00:04.872022;45;4900;55.78228963156707;0:00:03.062999;20;66;45.12287720794605;0:00:11.831105;37;52;36.30000927693877;0:00:08.067312;
82;34;103;44.40202929574188;0:00:12.605250;50;104;35.28698694720868;0:00:09.994883;8;152;137.76993884143496;0:00:00.068023;8;140;169.271668228977;0:00:00.059693;26;3136;75.12937175739836;0:00:00.922976;20;2638;58.19656656342034;0:00:00.730410;356;7229;55.54203630190759;0:00:05.133657;247;5252;37.45034068519193;0:00:02.428180;34;103;44.40202929574188;0:00:13.307437;50;104;35.28698694720868;0:00:09.625929;
83;44;112;48.065404495299916;0:00:10.194536;25;90;37.014023408347306;0:00:07.016531;8;164;141.15221587298072;0:00:00.065042;9;141;160.5688819627233;0:00:00.053465;14;3157;58.43124749903423;0:00:00.834779;7;2519;72.0178712610129;0:00:00.684591;357;7440;53.47972296568502;0:00:04.643696;177;5209;39.590787999795076;0:00:02.297051;44;112;48.065404495299916;0:00:11.203427;25;90;37.014023408347306;0:00:07.206236;
84;30;97;47.141055854094525;0:00:08.851371;27;80;36.16338904573531;0:00:06.191547;9;146;133.75668389592659;0:00:00.070688;8;150;143.2905350301362;0:00:00.060638;8;2991;76.2190209091123;0:00:00.867162;11;2394;77.46858579299135;0:00:00.673737;167;5992;51.99799922738331;0:00:03.164524;182;4395;36.266834528489206;0:00:01.612904;30;97;47.141055854094525;0:00:09.039595;27;80;36.16338904573531;0:00:06.526885;
85;36;95;43.13269137840079;0:00:11.743344;38;80;33.26267998299689;0:00:06.869791;9;139;135.34407888997967;0:00:00.065226;8;142;68.45492515448872;0:00:00.053698;15;3034;62.86921524021041;0:00:00.826355;26;2433;60.94404275145696;0:00:00.650960;162;6672;50.81739384482035;0:00:03.980243;208;4805;35.718761985597205;0:00:02.038144;36;95;43.13269137840079;0:00:11.275960;38;80;33.26267998299689;0:00:06.921206;
86;67;110;44.27520938881589;0:00:10.834777;74;100;34.38543534458289;0:00:06.903443;9;145;73.05315270533535;0:00:00.067048;10;136;54.544358305837136;0:00:00.055114;12;2967;65.33719387832811;0:00:00.859448;21;2377;83.0047222387607;0:00:00.657198;530;6456;44.591132077300436;0:00:03.897884;511;4460;35.32387385578652;0:00:01.910035;67;110;44.27520938881589;0:00:10.970216;74;100;34.38543534458289;0:00:06.998555;
87;27;111;51.61333857641913;0:00:08.239906;36;69;39.9381131260376;0:00:05.559992;9;143;107.058994407529;0:00:00.063268;8;129;164.66435550890932;0:00:00.050946;11;2467;71.03333397948828;0:00:00.630598;74;1982;37.108455029693125;0:00:00.522132;377;5985;46.09969524563811;0:00:03.545341;404;3978;35.53584982989971;0:00:01.643692;27;111;51.61333857641913;0:00:07.979931;36;69;39.9381131260376;0:00:05.310339;
88;53;58;42.004186391700046;0:00:10.122824;50;48;32.83205279270473;0:00:07.205812;7;145;136.7847424818719;0:00:00.063647;8;132;105.44358721222451;0:00:00.054531;9;2761;69.03232874701789;0:00:00.762675;15;2373;55.722233914549705;0:00:00.608792;575;6717;42.577068515039024;0:00:04.440871;415;4808;32.90697653488337;0:00:02.557324;53;58;42.004186391700046;0:00:10.112329;50;48;32.83205279270473;0:00:06.708216;
89;13;64;44.47082541216608;0:00:12.893701;22;52;35.4137258539976;0:00:07.563251;8;124;123.65816695997485;0:00:00.063491;7;137;163.3794025651428;0:00:00.052102;8;2866;67.03462098166628;0:00:00.739236;8;2379;52.43029072818431;0:00:00.606889;211;7289;47.67978776579468;0:00:04.746235;22;5186;68.02162980583506;0:00:02.330855;13;64;44.47082541216608;0:00:13.492861;22;52;35.4137258539976;0:00:08.270288;
90;24;30;30.29770250380424;0:00:15.420408;26;25;24.411559619562432;0:00:07.759447;16;120;49.214512593790545;0:00:00.059328;17;112;41.02324634703228;0:00:00.047668;9;1832;96.81518468723563;0:00:00.451640;7;1524;173.65290472030028;0:00:00.391646;29;7290;43.00051853933907;0:00:04.918632;18;5118;33.43650143100242;0:00:02.512493;24;30;30.29770250380424;0:00:15.319822;26;25;24.411559619562432;0:00:07.518095;
91;50;66;45.57318120076818;0:00:06.132964;37;50;37.72472276491545;0:00:04.348679;9;109;51.485809052907626;0:00:00.059795;8;124;54.955358539837526;0:00:00.050649;106;1530;46.44793837343417;0:00:00.469615;165;1289;37.97093341234885;0:00:00.437401;1395;6113;45.081660599733326;0:00:04.842958;1218;4015;38.01189178935534;0:00:02.142399;50;66;45.57318120076818;0:00:06.593238;37;50;37.72472276491545;0:00:04.449164;
92;28;64;49.595245776569776;0:00:09.022280;22;50;38.36826954630231;0:00:06.022156;8;146;134.24857488220366;0:00:00.066188;9;130;67.15734449704453;0:00:00.055226;78;2592;51.334106180795075;0:00:00.792773;73;2116;50.09216084827221;0:00:00.603644;891;7138;48.45248407343458;0:00:04.940436;440;5041;38.3913871238859;0:00:02.227620;28;64;49.595245776569776;0:00:09.177052;22;50;38.36826954630231;0:00:06.244878;
93;22;54;41.53719152447796;0:00:06.864619;24;44;33.19619479356042;0:00:04.750230;9;114;77.29678588686842;0:00:00.065804;12;119;38.61365911542312;0:00:00.053813;58;2265;45.24032740670792;0:00:00.620863;77;1835;33.94990937676972;0:00:00.525185;447;6886;42.29676580991137;0:00:04.813359;167;4935;36.7265823065239;0:00:02.119034;22;54;41.53719152447796;0:00:06.591841;24;44;33.19619479356042;0:00:04.667179;
94;24;41;35.56910765541296;0:00:08.314443;33;33;26.921182712770744;0:00:05.162179;19;156;43.11143749627884;0:00:00.059456;36;121;27.539455374462943;0:00:00.048440;89;2104;35.46114693424866;0:00:00.550266;129;1637;28.26377936947278;0:00:00.447304;367;7052;37.24862334382412;0:00:05.090440;612;4932;26.763597984550437;0:00:02.374227;24;41;35.56910765541296;0:00:08.780593;33;33;26.921182712770744;0:00:05.455115;
95;44;42;31.558618483815895;0:00:07.924663;44;85;25.259340285037407;0:00:04.665599;12;128;38.66869143932397;0:00:00.059821;10;124;51.26500198692644;0:00:00.046660;117;1950;32.1868749316345;0:00:00.515713;90;1651;29.031086052607165;0:00:00.455361;1158;5787;31.51505910240771;0:00:04.287409;801;4058;24.955983002432774;0:00:01.979831;44;42;31.558618483815895;0:00:07.367812;44;85;25.259340285037407;0:00:05.049069;
96;27;60;35.624259056438405;0:00:08.375642;37;57;27.464943556058326;0:00:05.941730;13;138;41.73813209530047;0:00:00.063558;16;143;29.469941333746874;0:00:00.053292;187;2187;35.625821597544245;0:00:00.610654;212;1857;28.154280338012878;0:00:00.509101;1324;6480;34.86138522695961;0:00:05.330683;1051;4529;27.344474890649813;0:00:02.975078;27;60;35.624259056438405;0:00:07.879810;37;57;27.464943556058326;0:00:05.985585;
97;73;74;48.362873691017015;0:00:11.262432;73;69;38.57532874286402;0:00:08.495076;11;151;52.962138320541776;0:00:00.067068;8;130;94.68444285059559;0:00:00.061296;372;2833;48.79257111050496;0:00:00.919290;390;2281;38.04307061135027;0:00:00.703853;2703;5698;48.27765185448775;0:00:04.278075;1914;4362;38.26857914682625;0:00:02.192600;73;74;48.362873691017015;0:00:11.469427;73;69;38.57532874286402;0:00:08.079535;
98;94;76;40.6352404596377;0:00:10.474189;88;63;31.84051557625713;0:00:07.360559;13;134;46.0691796555348;0:00:00.065754;24;107;55.91924355564294;0:00:00.058143;568;2611;40.69721248759036;0:00:00.887226;472;2040;31.755288201256956;0:00:00.740426;2511;6294;40.606292256802284;0:00:04.332161;1873;4527;31.744728414155777;0:00:02.343827;94;76;40.6352404596377;0:00:10.892830;88;63;31.84051557625713;0:00:07.603860;
99;51;51;40.39625059365485;0:00:26.896853;57;69;33.66779005318317;0:00:17.158344;11;119;54.04140907007689;0:00:00.075606;10;132;64.5740632022608;0:00:00.065256;161;3577;46.06207656659111;0:00:01.057601;292;2805;34.19282394170205;0:00:00.840778;1371;10196;40.53431844269275;0:00:11.040954;710;7763;34.953601459940934;0:00:05.981357;51;51;40.39625059365485;0:00:26.964742;57;69;33.66779005318317;0:00:17.542519;
100;191;110;39.394511513788714;0:00:15.745825;218;161;30.838516188258165;0:00:11.636002;19;124;42.868024468964485;0:00:00.065983;11;143;92.82204892962126;0:00:00.062757;1290;2337;38.56066079496442;0:00:00.898595;1323;2052;30.364778925010487;0:00:00.797270;4622;6001;38.282614324424245;0:00:05.965733;3932;4303;29.976282882940264;0:00:03.190414;191;110;39.394511513788714;0:00:16.219757;218;161;30.838516188258165;0:00:11.167118;
