Imagem;SIFT_SIFT_Inliers;SIFT_SIFT_Outliers;SIFT_SIFT_Diferenca;SIFT_SIFT_Tempo;SIFT_SIFT_45_Inliers;SIFT_SIFT_45_Outliers;SIFT_SIFT_45_Diferenca;SIFT_SIFT_45_Tempo;ORB_ORB_Inliers;ORB_ORB_Outliers;ORB_ORB_Diferenca;ORB_ORB_Tempo;ORB_ORB_45_Inliers;ORB_ORB_45_Outliers;ORB_ORB_45_Diferenca;ORB_ORB_45_Tempo;AKAZE_AKAZE_Inliers;AKAZE_AKAZE_Outliers;AKAZE_AKAZE_Diferenca;AKAZE_AKAZE_Tempo;AKAZE_AKAZE_45_Inliers;AKAZE_AKAZE_45_Outliers;AKAZE_AKAZE_45_Diferenca;AKAZE_AKAZE_45_Tempo;FAST_BRIEF_Inliers;FAST_BRIEF_Outliers;FAST_BRIEF_Diferenca;FAST_BRIEF_Tempo;FAST_BRIEF_45_Inliers;FAST_BRIEF_45_Outliers;FAST_BRIEF_45_Diferenca;FAST_BRIEF_45_Tempo;FAST_SIFT_Inliers;FAST_SIFT_Outliers;FAST_SIFT_Diferenca;FAST_SIFT_Tempo;FAST_SIFT_45_Inliers;FAST_SIFT_45_Outliers;FAST_SIFT_45_Diferenca;FAST_SIFT_45_Tempo;
31;69;50;35.14536616908121;0:00:09.330756;55;55;26.354988985365974;0:00:07.764367;12;138;76.4405742840488;0:00:00.061713;11;140;63.19706087194917;0:00:00.056108;355;2816;36.482909663385584;0:00:00.798862;220;2635;28.74891895970901;0:00:00.694832;226;299;34.89477251423041;0:00:04.676044;0;0;0;0:00:03.452728;69;50;35.14536616908121;0:00:09.678805;55;55;26.354988985365974;0:00:08.076739;
32;136;64;31.64486632208147;0:00:08.934503;108;50;23.599177398607907;0:00:07.389524;13;138;65.77811293219112;0:00:00.063242;15;137;31.85384875266712;0:00:00.056383;745;2302;31.71478813271838;0:00:00.759600;529;2101;23.692997711226894;0:00:00.667892;424;352;31.77341838578496;0:00:04.820722;6;24;88.78250355500602;0:00:03.443348;136;64;31.64486632208147;0:00:09.100126;108;50;23.599177398607907;0:00:07.543911;
33;101;119;34.77379777104238;0:00:08.048919;109;88;27.066172958138853;0:00:06.774221;10;145;149.2073146585325;0:00:00.058228;9;158;162.3595464546171;0:00:00.054035;352;2511;34.9412416697936;0:00:00.748097;282;2282;26.39392235894553;0:00:00.661844;231;260;33.017444798752734;0:00:03.838779;7;21;125.00931155421955;0:00:02.778407;101;119;34.77379777104238;0:00:08.309894;109;88;27.066172958138853;0:00:06.909559;
34;41;65;34.71294866806698;0:00:09.384885;33;56;26.215670134210995;0:00:08.131456;9;159;107.4107641566778;0:00:00.059317;10;158;152.84486327592248;0:00:00.056309;307;2486;35.107894259513365;0:00:00.768788;174;2372;28.050841086038762;0:00:00.685911;137;231;34.62375644020321;0:00:04.451377;6;32;177.75145557938637;0:00:03.314582;41;65;34.71294866806698;0:00:09.504420;33;56;26.215670134210995;0:00:08.323728;
35;84;87;35.22725523073962;0:00:09.605052;74;71;27.075311435142428;0:00:08.162351;8;158;151.2594150543947;0:00:00.060264;11;131;37.99125060057794;0:00:00.056399;531;2556;34.791638570465274;0:00:00.763883;472;2288;26.645215938057742;0:00:00.689016;220;147;35.258337129493604;0:00:04.320031;6;54;75.13406907303997;0:00:03.210563;84;87;35.22725523073962;0:00:09.742120;74;71;27.075311435142428;0:00:08.152198;
36;90;165;44.98210532640166;0:00:32.997968;47;137;35.94988658185718;0:00:25.938170;8;129;87.75421137831667;0:00:00.122436;7;131;95.63987018978976;0:00:00.110076;90;4729;54.22725742347534;0:00:02.074373;48;4312;42.992679966989144;0:00:01.799940;323;546;44.709564533279526;0:00:18.191162;6;134;108.78534497026529;0:00:13.427289;90;165;44.98210532640166;0:00:34.820679;47;137;35.94988658185718;0:00:26.940109;
37;161;123;34.41864955463771;0:00:11.224901;99;90;27.44791345031507;0:00:08.573738;39;145;41.042211456050154;0:00:00.063905;24;130;26.58633229994697;0:00:00.057694;642;2632;34.521705959810085;0:00:00.935845;500;2446;25.863651153871185;0:00:00.854445;319;183;34.62280590013306;0:00:05.307731;6;62;70.57960028855433;0:00:03.762533;161;123;34.41864955463771;0:00:10.910134;99;90;27.44791345031507;0:00:08.791539;
38;155;98;35.160889810736606;0:00:11.260657;97;36;26.796389193889404;0:00:08.525913;10;143;62.03645906169995;0:00:00.064481;9;139;55.686890162429506;0:00:00.056532;528;2766;34.98450543531689;0:00:00.863226;219;2734;28.990236368092315;0:00:00.828118;340;251;34.822782084708145;0:00:05.277630;5;26;85.22735492321603;0:00:04.023320;155;98;35.160889810736606;0:00:11.510192;97;36;26.796389193889404;0:00:08.528791;
39;42;64;46.27412938698819;0:00:10.624057;32;43;38.25686181930462;0:00:08.816034;9;140;135.2315641611086;0:00:00.064315;9;135;139.57943274980926;0:00:00.060320;316;2928;47.774472772184694;0:00:00.928917;393;2539;37.77816277842932;0:00:00.854589;199;189;45.6281242168256;0:00:06.532244;8;49;82.2283144633014;0:00:04.796210;42;64;46.27412938698819;0:00:10.938429;32;43;38.25686181930462;0:00:08.637665;
40;58;76;49.25152896412594;0:00:12.225022;45;59;44.054938169895365;0:00:10.476636;8;145;109.1774837618956;0:00:00.066419;9;142;73.80647336480108;0:00:00.063033;109;3259;53.09957755313124;0:00:01.288541;164;3021;44.02070488119288;0:00:01.172345;144;164;48.69188794011805;0:00:06.866689;0;0;0;0:00:04.929168;58;76;49.25152896412594;0:00:12.228551;45;59;44.054938169895365;0:00:10.317499;
41;54;68;35.81196060485641;0:00:12.798047;49;58;27.057202019880343;0:00:10.852814;28;124;43.88316803305359;0:00:00.070795;26;137;32.109278184932315;0:00:00.070550;392;2715;36.8197906181072;0:00:01.077616;215;2627;28.87074108894646;0:00:00.979454;169;165;35.98056135171921;0:00:08.079342;6;20;87.54839169727826;0:00:05.787828;54;68;35.81196060485641;0:00:12.842537;49;58;27.057202019880343;0:00:10.687696;
42;101;74;38.82356508603322;0:00:09.463231;84;63;30.236181168921977;0:00:07.830308;10;142;43.15349664437894;0:00:00.071075;9;150;66.90502976235805;0:00:00.070161;471;2691;40.069088270764766;0:00:01.023985;481;2358;29.685225159611807;0:00:00.907405;289;251;39.01584625758598;0:00:05.979582;6;25;85.38818242615487;0:00:04.007787;101;74;38.82356508603322;0:00:09.511428;84;63;30.236181168921977;0:00:07.794569;
43;80;75;44.58930576651745;0:00:10.227266;79;47;33.370737627402136;0:00:08.425204;7;155;136.09171292443725;0:00:00.068217;8;162;42.91361231534392;0:00:00.067634;331;2703;45.45487600055939;0:00:01.001309;234;2506;33.45910462310013;0:00:00.915830;196;161;44.01465202479574;0:00:06.213119;5;20;82.39156366264619;0:00:04.300638;80;75;44.58930576651745;0:00:10.040584;79;47;33.370737627402136;0:00:08.517253;
44;33;79;44.13599923015254;0:00:12.474233;33;61;32.49534283827249;0:00:10.420943;7;141;70.28233601626096;0:00:00.073942;9;149;68.17397583288218;0:00:00.073602;7;3421;59.894339821190464;0:00:01.370537;8;3069;60.32404347145818;0:00:01.151831;41;89;43.514783563479874;0:00:07.512346;7;64;55.90676745760646;0:00:05.050833;33;79;44.13599923015254;0:00:12.371355;33;61;32.49534283827249;0:00:10.352348;
45;33;87;42.21003889391197;0:00:08.823108;21;61;33.00691755016816;0:00:07.202407;8;152;156.85431536884138;0:00:00.068562;8;130;136.14904579069287;0:00:00.068478;11;2585;66.83974157494728;0:00:00.912625;11;2390;55.9100123092516;0:00:00.819296;66;147;41.362959537316144;0:00:06.062449;7;39;85.55453455382771;0:00:04.143878;33;87;42.21003889391197;0:00:08.832941;21;61;33.00691755016816;0:00:07.216054;
46;40;78;38.97531365053079;0:00:11.554105;27;45;28.663604353791982;0:00:09.880042;8;138;79.24004286776486;0:00:00.072830;8;148;158.62434628735525;0:00:00.073493;7;3039;56.4037898371828;0:00:01.135696;8;2841;73.11021487882518;0:00:01.004816;58;117;39.440028744664026;0:00:07.485316;5;22;66.71782459939547;0:00:05.187912;40;78;38.97531365053079;0:00:11.558119;27;45;28.663604353791982;0:00:09.895639;
47;82;58;39.37629617527045;0:00:13.043637;67;65;30.16425581643292;0:00:10.385424;8;155;152.36417384706343;0:00:00.071624;8;153;180.68664993125373;0:00:00.071500;13;3024;69.91279816011996;0:00:01.103939;15;2778;63.257182358308604;0:00:00.981518;144;174;39.805653671106214;0:00:06.657341;8;42;84.84534166134743;0:00:04.941897;82;58;39.37629617527045;0:00:12.891200;67;65;30.16425581643292;0:00:10.349853;
48;47;65;40.61723212146974;0:00:11.642274;32;65;31.689500166846436;0:00:09.626694;7;157;165.8715690903477;0:00:00.073577;7;124;60.361075072588584;0:00:00.072802;8;3256;71.01688125933751;0:00:01.211248;9;2878;70.47968835024183;0:00:01.048781;25;156;42.08121544513383;0:00:07.515928;5;18;65.14502970697335;0:00:05.232833;47;65;40.61723212146974;0:00:11.542291;32;65;31.689500166846436;0:00:09.634105;
49;38;75;35.95173499524384;0:00:06.899928;31;43;27.04609600108554;0:00:05.853359;7;139;66.7372376322483;0:00:00.064033;7;143;108.43931635884307;0:00:00.060681;40;2416;57.00315069763964;0:00:00.767131;11;2114;47.19653264028601;0:00:00.701003;130;128;36.37208070659812;0:00:05.095236;7;47;70.93568727577846;0:00:03.539042;38;75;35.95173499524384;0:00:06.881214;31;43;27.04609600108554;0:00:05.832588;
50;49;59;32.70803258282437;0:00:07.338950;36;45;26.976935037890065;0:00:06.194938;12;136;59.57162350582439;0:00:00.061776;7;138;48.95191084169527;0:00:00.060835;141;2257;35.000431308422215;0:00:00.698180;80;2094;28.61473288647104;0:00:00.688759;157;154;32.57715989980906;0:00:05.444111;5;65;60.13844238813327;0:00:03.679461;49;59;32.70803258282437;0:00:07.298571;36;45;26.976935037890065;0:00:06.199750;
51;22;61;58.06499395614362;0:00:13.259450;9;49;70.84458704468577;0:00:11.606757;8;137;99.56688395934208;0:00:00.069607;9;129;141.29157764728524;0:00:00.070136;8;3201;102.72825838628343;0:00:01.332499;7;2878;67.30530959360085;0:00:01.141986;34;247;49.30992590910539;0:00:08.211903;7;121;75.38590403768376;0:00:06.101535;22;61;58.06499395614362;0:00:13.316846;9;49;70.84458704468577;0:00:11.629540;
52;28;93;50.1922361714766;0:00:10.188982;25;79;38.307412827929404;0:00:08.444882;7;120;107.733347548742;0:00:00.064436;7;146;70.54882092877388;0:00:00.063103;19;2609;72.23597901473372;0:00:01.000389;9;2331;62.774340541191684;0:00:00.867726;43;238;50.16804343822736;0:00:05.092678;6;55;92.20532011669559;0:00:03.603416;28;93;50.1922361714766;0:00:10.137276;25;79;38.307412827929404;0:00:08.400256;
53;64;73;51.07325112396344;0:00:11.190486;48;50;40.00419400709755;0:00:09.283960;7;133;117.65663695738562;0:00:00.066983;8;126;81.77004268776454;0:00:00.068706;10;3201;87.4067093036619;0:00:01.342277;8;2970;111.64007069858118;0:00:01.187795;89;152;50.98723382454955;0:00:04.620887;6;16;82.9486590669615;0:00:03.350085;64;73;51.07325112396344;0:00:11.220081;48;50;40.00419400709755;0:00:09.299781;
54;36;74;47.53455521232421;0:00:10.217345;25;72;36.94185851699134;0:00:08.295026;9;133;109.59510454556154;0:00:00.064737;8;118;135.58347029510358;0:00:00.067318;8;3012;85.29679419457479;0:00:01.239234;7;2817;116.26232829009403;0:00:01.104043;54;102;47.927522185037546;0:00:03.901214;7;32;128.5569417117475;0:00:02.802142;36;74;47.53455521232421;0:00:10.161481;25;72;36.94185851699134;0:00:08.230695;
55;43;87;47.861126303444514;0:00:11.597566;30;77;37.48227897001056;0:00:09.411898;7;143;124.13768361761844;0:00:00.068143;9;137;117.75776874391633;0:00:00.070768;9;3314;62.77097661242196;0:00:01.433178;9;2971;80.9848543589843;0:00:01.230993;39;80;48.30244966568405;0:00:04.555663;0;0;0;0:00:03.164657;43;87;47.861126303444514;0:00:11.537241;30;77;37.48227897001056;0:00:09.395937;
56;39;74;51.64568878501179;0:00:15.199228;42;77;39.22531122744977;0:00:13.113209;7;128;121.33960172855677;0:00:00.074713;8;137;98.37452594150544;0:00:00.074854;10;4137;87.55467578483595;0:00:02.013356;9;3701;73.1844504659931;0:00:01.683184;57;129;51.138315695611176;0:00:06.036979;0;0;0;0:00:04.456442;39;74;51.64568878501179;0:00:15.032406;42;77;39.22531122744977;0:00:12.942484;
57;18;97;42.536146152398615;0:00:15.350661;11;71;33.81752800594921;0:00:11.119176;10;143;60.81610900384749;0:00:00.111538;14;129;47.376643174393;0:00:00.110093;31;3822;83.51560193802756;0:00:02.048208;78;3420;36.70647656705217;0:00:01.803973;104;390;42.10645519841657;0:00:05.170841;6;42;71.00272549295232;0:00:03.571866;18;97;42.536146152398615;0:00:15.243938;11;71;33.81752800594921;0:00:11.083448;
58;22;90;50.27744277721085;0:00:09.052402;9;79;42.49188683242387;0:00:07.807966;8;137;112.38600719170448;0:00:00.066618;7;132;63.799983661510815;0:00:00.067283;11;3174;66.40079213980208;0:00:01.260903;8;2926;85.61374703864884;0:00:01.121483;20;165;60.24676657145112;0:00:04.413492;5;19;109.71411243926721;0:00:03.410137;22;90;50.27744277721085;0:00:09.258590;9;79;42.49188683242387;0:00:08.031152;
59;8;70;70.0562071720429;0:00:11.361611;7;69;136.71713021360497;0:00:09.175518;9;143;142.4783092709849;0:00:00.069388;8;144;161.387113501269;0:00:00.067713;10;3006;72.0004756161895;0:00:01.181490;13;2806;51.8320015618488;0:00:01.101922;40;199;44.7314506224549;0:00:06.759362;6;35;89.01482094815853;0:00:04.464082;8;70;70.0562071720429;0:00:11.288971;7;69;136.71713021360497;0:00:09.057840;
60;35;91;51.88266749374499;0:00:11.473717;31;53;40.533361671842826;0:00:08.535784;8;130;98.41194108174645;0:00:00.068451;7;118;154.12200420646866;0:00:00.068604;14;3335;74.6420922404638;0:00:01.343421;11;3027;66.43863166537666;0:00:01.193779;66;168;51.32386693269789;0:00:04.715042;5;26;99.73496062839492;0:00:03.296164;35;91;51.88266749374499;0:00:11.460590;31;53;40.533361671842826;0:00:08.577142;
61;28;61;44.34873189785398;0:00:10.256377;23;45;34.57981421199328;0:00:07.201337;8;128;135.91349808438136;0:00:00.064255;8;133;153.85822345237816;0:00:00.062064;12;2723;73.7051221163605;0:00:00.941381;10;2504;65.27966924251717;0:00:00.881833;58;184;44.09779970396873;0:00:04.293716;5;30;79.11938797127195;0:00:02.901808;28;61;44.34873189785398;0:00:10.322885;23;45;34.57981421199328;0:00:07.272703;
62;32;57;51.839160727810466;0:00:13.704838;19;55;42.58254675507912;0:00:10.955713;7;125;136.43407973459648;0:00:00.070441;7;123;146.02243496104379;0:00:00.071294;8;3527;86.94816683535926;0:00:01.490905;11;3316;69.8907003534929;0:00:01.373364;23;116;53.74583956988235;0:00:05.066405;6;32;79.99347775819312;0:00:03.826738;32;57;51.839160727810466;0:00:13.670054;19;55;42.58254675507912;0:00:10.948832;
63;38;99;45.03645213861131;0:00:08.646455;18;52;35.726910460925396;0:00:06.626467;7;149;78.76022920961866;0:00:00.063228;8;147;148.14872179014458;0:00:00.060733;9;2525;94.86759592977772;0:00:00.886238;9;2248;73.06516980259505;0:00:00.843509;47;184;45.428487955902696;0:00:04.313730;5;22;157.2541036607908;0:00:02.802192;38;99;45.03645213861131;0:00:08.594372;18;52;35.726910460925396;0:00:06.736031;
64;35;91;44.59105523101655;0:00:09.174215;19;72;35.738932404347146;0:00:06.800188;9;149;113.87038801142586;0:00:00.063113;8;150;152.42288233103164;0:00:00.061385;10;2603;73.9311561142642;0:00:00.920673;9;2307;79.96956887157809;0:00:00.831217;51;238;45.14803294282498;0:00:03.943099;6;44;84.15871734552167;0:00:02.550717;35;91;44.59105523101655;0:00:09.086285;19;72;35.738932404347146;0:00:06.842722;
65;47;75;43.7573762047905;0:00:08.388777;37;66;34.08370152626412;0:00:06.848017;8;131;105.36673885140421;0:00:00.061402;7;131;114.5779782088862;0:00:00.058496;12;2244;62.718835370336784;0:00:00.737053;13;2066;69.98095112160959;0:00:00.701748;118;212;46.467894176436296;0:00:03.781729;8;120;143.19854933600658;0:00:02.701682;47;75;43.7573762047905;0:00:08.461067;37;66;34.08370152626412;0:00:06.847948;
66;50;87;42.814234839474345;0:00:08.081440;32;71;33.25692689633782;0:00:06.860476;9;154;111.67250467654638;0:00:00.064106;10;138;149.44672821754006;0:00:00.061149;8;2682;76.78318409461923;0:00:00.889684;7;2418;104.52072841969425;0:00:00.807953;89;249;42.583678680071614;0:00:04.242924;0;0;0;0:00:03.266621;50;87;42.814234839474345;0:00:08.017232;32;71;33.25692689633782;0:00:06.884102;
67;66;94;41.835609875647485;0:00:08.106637;38;59;33.137424001794464;0:00:06.698916;9;157;93.5084378604333;0:00:00.060745;7;136;132.8798075658282;0:00:00.060093;15;2716;68.42143817474152;0:00:00.890800;13;2365;76.95950339300575;0:00:00.794279;99;194;41.41913001698926;0:00:03.504813;0;0;0;0:00:02.643954;66;94;41.835609875647485;0:00:08.178800;38;59;33.137424001794464;0:00:06.736782;
68;66;51;38.535944676214065;0:00:08.918525;51;54;30.79283557249097;0:00:07.020430;10;137;57.163087199070645;0:00:00.061744;10;143;111.5712226589922;0:00:00.061478;75;2390;41.062878260255516;0:00:00.769741;9;2231;61.701375340789035;0:00:00.720598;96;128;38.5385526037044;0:00:04.180791;6;42;119.50011976943345;0:00:03.062160;66;51;38.535944676214065;0:00:08.902580;51;54;30.79283557249097;0:00:07.187921;
69;53;87;40.90472168491362;0:00:07.311029;52;58;31.542653841414193;0:00:05.876908;10;131;100.19472086798916;0:00:00.060121;7;131;88.59822547392004;0:00:00.060787;82;2537;45.01529794896576;0:00:00.898938;14;2292;61.246556109556494;0:00:00.810661;131;263;40.93259611670112;0:00:02.840434;0;0;0;0:00:02.141693;53;87;40.90472168491362;0:00:07.287849;52;58;31.542653841414193;0:00:05.889859;
70;29;80;49.883727418615635;0:00:09.932776;14;60;38.959529008433705;0:00:07.626024;9;149;71.08031405899303;0:00:00.063533;7;120;72.51460148624867;0:00:00.063908;7;2930;78.674673680217;0:00:01.077190;7;2587;86.2689176858607;0:00:00.947518;62;182;49.53822721853837;0:00:03.733248;0;0;0;0:00:02.747321;29;80;49.883727418615635;0:00:10.055579;14;60;38.959529008433705;0:00:07.775146;
71;51;65;46.90202721881529;0:00:09.762257;45;59;35.25213819592618;0:00:07.210359;8;135;128.27600208246506;0:00:00.063689;8;131;152.22180883690726;0:00:00.060686;8;2612;76.7065704265038;0:00:00.867290;8;2302;69.50482885432575;0:00:00.773108;61;189;46.43050465162326;0:00:03.338832;6;39;132.49638891696586;0:00:02.335971;51;65;46.90202721881529;0:00:09.817687;45;59;35.25213819592618;0:00:07.202736;
72;32;47;52.61189926629107;0:00:07.137164;22;42;39.09681731769084;0:00:05.301714;8;145;137.04499938384512;0:00:00.057993;7;126;155.8225771612844;0:00:00.053705;10;2272;79.80953336997955;0:00:00.725028;16;2055;62.227805616286425;0:00:00.684022;50;196;50.354984831512795;0:00:02.908553;5;25;85.72150560562487;0:00:02.030856;32;47;52.61189926629107;0:00:07.065671;22;42;39.09681731769084;0:00:05.290050;
73;53;65;39.60759656670188;0:00:09.991644;30;46;29.282761786212255;0:00:07.923188;7;139;87.6334605335486;0:00:00.063490;7;125;161.97601634402767;0:00:00.063879;126;2744;41.61271203689729;0:00:00.968270;22;2397;40.95235668860363;0:00:00.826863;86;175;39.538470911258464;0:00:04.821509;6;20;108.57331550868778;0:00:03.320034;53;65;39.60759656670188;0:00:10.010560;30;46;29.282761786212255;0:00:08.065193;
74;29;88;52.14719109524647;0:00:10.123848;25;75;43.37196578332671;0:00:08.898399;7;138;146.05962302397742;0:00:00.066171;8;140;165.5775309773601;0:00:00.067947;9;3329;71.54205984040897;0:00:01.409884;7;2967;73.1570038810835;0:00:01.244134;39;153;54.53264236293323;0:00:04.573496;0;0;0;0:00:03.280115;29;88;52.14719109524647;0:00:10.045478;25;75;43.37196578332671;0:00:09.011916;
75;36;89;47.82071485044052;0:00:10.845378;28;71;37.885791883647805;0:00:09.540130;9;141;135.4764739601867;0:00:00.065126;8;135;131.5643494165913;0:00:00.067675;9;3187;66.12571982814124;0:00:01.264256;8;2992;86.31116721889838;0:00:01.195738;39;187;51.54115291579724;0:00:04.493772;0;0;0;0:00:03.254820;36;89;47.82071485044052;0:00:10.769219;28;71;37.885791883647805;0:00:09.566185;
76;37;65;44.79887042885765;0:00:13.380958;23;39;35.33310994833991;0:00:11.585759;7;134;127.19664479432195;0:00:00.067829;7;136;166.2855040216222;0:00:00.067619;27;2949;66.01173186600778;0:00:01.102849;28;2723;49.573524585964684;0:00:01.014824;61;141;44.265609141800084;0:00:05.929946;8;16;72.63271837844648;0:00:04.547074;37;65;44.79887042885765;0:00:13.306891;23;39;35.33310994833991;0:00:11.542526;
77;44;88;48.30983037048217;0:00:10.521737;32;74;37.68987055208863;0:00:09.051906;8;125;74.61132811147834;0:00:00.066147;7;130;154.73559478331424;0:00:00.069033;20;3254;59.86534731058776;0:00:01.339717;7;2889;125.04441299823738;0:00:01.175745;42;111;48.34644658629422;0:00:04.209811;0;0;0;0:00:03.083525;44;88;48.30983037048217;0:00:10.473591;32;74;37.68987055208863;0:00:09.094369;
78;39;109;43.1869497009918;0:00:08.789586;27;75;33.211615281195094;0:00:07.063125;9;132;76.13869646548632;0:00:00.060655;8;137;135.48001996618763;0:00:00.062196;14;2898;95.81385130036374;0:00:01.043043;21;2572;74.36691677478224;0:00:00.929723;52;117;43.022654422953636;0:00:03.843551;0;0;0;0:00:02.744331;39;109;43.1869497009918;0:00:08.841852;27;75;33.211615281195094;0:00:07.067520;
79;15;95;48.03658021575114;0:00:11.925373;18;68;38.40773669001594;0:00:09.253978;8;130;117.90356552911089;0:00:00.064128;8;143;153.6776755314509;0:00:00.064244;8;2600;72.61475780959015;0:00:00.942306;8;2483;61.27391407893152;0:00:00.902711;19;96;43.497283380018025;0:00:05.455459;6;32;74.45739392789741;0:00:03.755895;15;95;48.03658021575114;0:00:11.856144;18;68;38.40773669001594;0:00:09.322535;
80;23;68;46.150450485377746;0:00:08.361148;19;78;36.401849295437266;0:00:06.628985;7;133;115.13318568692962;0:00:00.060633;9;129;106.22672146060555;0:00:00.062353;11;2639;101.83624610749341;0:00:00.944515;68;2309;42.46160108886338;0:00:00.866047;90;185;46.0075690128091;0:00:03.701633;7;48;81.14089593074696;0:00:02.542096;23;68;46.150450485377746;0:00:08.445734;19;78;36.401849295437266;0:00:06.590983;
81;22;66;45.267046375001556;0:00:10.860327;17;57;36.95538484757436;0:00:09.084661;9;131;124.27724269994918;0:00:00.063642;9;119;85.50531831669254;0:00:00.066335;10;2451;100.78316470997105;0:00:00.852999;11;2343;73.64885194421099;0:00:00.838634;22;244;62.75039842375118;0:00:06.028630;8;64;113.41731132160378;0:00:04.025670;22;66;45.267046375001556;0:00:11.068285;17;57;36.95538484757436;0:00:09.099786;
